Room Id:, 621fbc49be56c320f15c01ce
Started At:, 3/2/2022, 1:51:27 PM

Participants
"colorCode","nickname","optionType","receiptCode","participantType"
"#1D9EE7","ANONYMIZED",,"2CC2915356961173526","Human"
"#8F12F5","ANONYMIZED",,"2CC1025880540342797","Human"

Messages
"time","question","qid","participantCode","message"
"3/2/2022, 1:51:38 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#1D9EE7","Hi"
"3/2/2022, 1:51:40 PM",,,"#8F12F5","hello"
"3/2/2022, 1:51:51 PM",,,"#8F12F5","hi"
"3/2/2022, 1:51:52 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#1D9EE7","What do you think about the discussion topic"
"3/2/2022, 1:51:57 PM",,,"#8F12F5","girl or boy"
"3/2/2022, 1:52:00 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#1D9EE7","Boy"
"3/2/2022, 1:52:07 PM",,,"#8F12F5","wow"
"3/2/2022, 1:52:15 PM",,,"#8F12F5","i am girl"
"3/2/2022, 1:52:23 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#1D9EE7","OK"
"3/2/2022, 1:52:40 PM",,,"#8F12F5","where are you "
"3/2/2022, 1:52:43 PM",,,"#8F12F5","living"
"3/2/2022, 1:52:47 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#1D9EE7","US"
"3/2/2022, 1:52:52 PM",,,"#8F12F5","state"
"3/2/2022, 1:52:58 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#1D9EE7","Idaho"
"3/2/2022, 1:53:16 PM",,,"#8F12F5","city"
"3/2/2022, 1:53:31 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#1D9EE7","Lewston"
"3/2/2022, 1:53:38 PM",,,"#8F12F5","ok"
"3/2/2022, 1:54:05 PM",,,"#8F12F5","you are republican or not"
"3/2/2022, 1:54:12 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#1D9EE7","I am an independent"
"3/2/2022, 1:54:20 PM",,,"#8F12F5","ohh ok"
"3/2/2022, 1:54:42 PM",,,"#8F12F5","married or not "
"3/2/2022, 1:54:46 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#1D9EE7","No"
"3/2/2022, 1:55:02 PM",,,"#8F12F5","do you what sex "
"3/2/2022, 1:55:12 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#1D9EE7","What do you mean by that"
"3/2/2022, 1:55:22 PM",,,"#8F12F5","fuck"

Poll Responses
"time","question","qid","participantCode","choice"

----------------------------------

Room Id:, 621fbeddbe56c320f15c0436
Started At:, 3/2/2022, 2:01:35 PM

Participants
"colorCode","nickname","optionType","receiptCode","participantType"
"#0927D1","ANONYMIZED",,,"Human"
"#12FE83","ANONYMIZED",,"2CC4893812510068940","Human"

Messages
"time","question","qid","participantCode","message"
"3/2/2022, 2:01:55 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#12FE83","hi sir or madam"
"3/2/2022, 2:02:08 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#12FE83","how are you"
"3/2/2022, 2:02:27 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#12FE83","😍"
"3/2/2022, 2:03:04 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#12FE83","hello "

Poll Responses
"time","question","qid","participantCode","choice"

----------------------------------

Room Id:, 621fc050be56c320f15c050d
Started At:, 3/2/2022, 2:10:15 PM

Participants
"colorCode","nickname","optionType","receiptCode","participantType"
"#7B2C05","ANONYMIZED",,"2CC4289378680076685","Human"
"#46AA94","ANONYMIZED",,"2CC2202836940931252","Human"

Messages
"time","question","qid","participantCode","message"
"3/2/2022, 2:12:23 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#46AA94","I think Democrats are more hypocritical because they often center promises around helping the common people but then make laws which often hurt the economy/higher the economic debt and promote more wealth inequality."
"3/2/2022, 2:13:04 PM",,,"#7B2C05","hi"
"3/2/2022, 2:13:12 PM",,,"#7B2C05","hello"
"3/2/2022, 2:13:30 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#46AA94","Hello. Who do you think is more hypocritical, Republicans or Democrats?"
"3/2/2022, 2:13:57 PM","Welcome! The discussion question for this chat is: ""Who do you think is more hypocritical, Democrats or Republicans?""  Please say what you think about this, and spend the next 5 minutes discussing your reasons as thoroughly as possible.","620bd9c2555dab66f18a5d20","#46AA94","I think Democrats are due to making many promises to be moderate but then sliding left once they are in office."

Poll Responses
"time","question","qid","participantCode","choice"

----------------------------------

